"Kind","Agent_Id","Queue_Id","Stream_Id","Thread_Id","Dispatch_Id","Kernel_Id","Kernel_Name","Correlation_Id","Start_Timestamp","End_Timestamp","LDS_Block_Size","Scratch_Size","VGPR_Count","Accum_VGPR_Count","SGPR_Count","Workgroup_Size_X","Workgroup_Size_Y","Workgroup_Size_Z","Grid_Size_X","Grid_Size_Y","Grid_Size_Z"
"KERNEL_DISPATCH","Agent 4",1,1,1725729,60,20,"s_run_weno5_reconstruction$m_weno_standalone_$ck_L1722_271",254,768621178729265,768621182395707,0,68,4,132,112,256,1,1,28160,1,1
"KERNEL_DISPATCH","Agent 4",1,1,1725729,61,20,"s_run_weno5_reconstruction$m_weno_standalone_$ck_L1722_271",257,768621182417307,768621186085829,0,68,4,132,112,256,1,1,28160,1,1
"KERNEL_DISPATCH","Agent 4",1,1,1725729,62,20,"s_run_weno5_reconstruction$m_weno_standalone_$ck_L1722_271",260,768621186107873,768621189786635,0,68,4,132,112,256,1,1,28160,1,1
"KERNEL_DISPATCH","Agent 4",1,1,1725729,63,20,"s_run_weno5_reconstruction$m_weno_standalone_$ck_L1722_271",263,768621189808555,768621193471957,0,68,4,132,112,256,1,1,28160,1,1
"KERNEL_DISPATCH","Agent 4",1,1,1725729,64,20,"s_run_weno5_reconstruction$m_weno_standalone_$ck_L1722_271",266,768621193493237,768621197158079,0,68,4,132,112,256,1,1,28160,1,1
"KERNEL_DISPATCH","Agent 4",1,1,1725729,65,20,"s_run_weno5_reconstruction$m_weno_standalone_$ck_L1722_271",269,768621197179839,768621200866922,0,68,4,132,112,256,1,1,28160,1,1
"KERNEL_DISPATCH","Agent 4",1,1,1725729,66,20,"s_run_weno5_reconstruction$m_weno_standalone_$ck_L1722_271",272,768621200889162,768621204574644,0,68,4,132,112,256,1,1,28160,1,1
"KERNEL_DISPATCH","Agent 4",1,1,1725729,67,20,"s_run_weno5_reconstruction$m_weno_standalone_$ck_L1722_271",275,768621204596404,768621208257566,0,68,4,132,112,256,1,1,28160,1,1
"KERNEL_DISPATCH","Agent 4",1,1,1725729,68,20,"s_run_weno5_reconstruction$m_weno_standalone_$ck_L1722_271",278,768621208279807,768621211959209,0,68,4,132,112,256,1,1,28160,1,1
"KERNEL_DISPATCH","Agent 4",2,0,1725729,69,7,"__amd_rocclr_copyBuffer",289,768621526505169,768621526510449,0,0,20,4,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 4",2,0,1725729,70,7,"__amd_rocclr_copyBuffer",290,768621526530289,768621526533489,0,0,20,4,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 4",2,0,1725729,71,7,"__amd_rocclr_copyBuffer",291,768621526551409,768621526554769,0,0,20,4,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 4",2,0,1725729,72,7,"__amd_rocclr_copyBuffer",292,768621526570769,768621526574129,0,0,20,4,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 4",2,0,1725729,73,7,"__amd_rocclr_copyBuffer",294,768621526592849,768621526597169,0,0,20,4,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 4",2,0,1725729,74,7,"__amd_rocclr_copyBuffer",295,768621526613810,768621526618770,0,0,20,4,32,512,1,1,512,1,1
